Year,Institute,Program,Quota,Category,Round,Opening Rank,Closing Rank
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology,Home State,OPEN(GIRL),Round 2,564333,564333
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology (FW),Home State,OPEN(TF),Round 2,414307,414307
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 2,913903,913903
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 2,405011,405011
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 2,945068,1288603
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 2,502493,1414136
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 2,271508,271508
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,375574,1077520
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 3,211393,1336877
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 3,330977,330977
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 3,637619,643004
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 3,282682,282682
2025,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 3,530210,652723
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN,Round 1,315104,1332744
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Electrical & Electronics Engineering,Home State,OPEN,Round 1,327849,327849
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 1,590499,684703
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,479947,1033207
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Data Science),Home State,OPEN(GIRL),Round 1,623711,1118788
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 1,245124,1386026
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Mechanical Engineering,Home State,OPEN,Round 1,981990,1109792
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,446431,1143322
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 1,467326,1439944
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN,Round 1,1215021,1215021
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 2,437150,437150
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN,Round 2,466865,466865
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 2,736942,736942
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 2,395680,761144
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Round 3,1093110,1093110
2025,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 3,537553,949464
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,1261829,1402679
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Agricultural Engineering (FW),Home State,OPEN(TF),Round 1,1384001,1384001
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Artificial Intelligence And Machine Learning,Home State,OPEN,Round 1,565495,610525
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN(GIRL),Round 1,1027722,1027722
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Artificial Intelligence And Machine Learning (FW),Home State,OPEN(TF),Round 1,932202,932202
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Artificial Intelligence And Machine Learning,Home State,OPEN(GIRL),Round 1,222612,1029688
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,1332649,1332649
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 1,378520,1060097
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Agriculture Engineering,Home State,OPEN,Round 1,805376,805376
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Information Technology,Home State,OPEN,Round 1,1393425,1393425
2025,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Artificial Intelligence And Machine Learning,Home State,OPEN,Round 2,1253049,1253049
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,EWS(GL),Round 1,1386729,1386729
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,324761,1434653
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC,Round 1,1222496,1444874
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 1,925374,1356378
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 1,592682,969259
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN,Round 1,803089,1464901
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Information Technology (FW),Home State,OPEN(TF),Round 1,1126547,1359609
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),Home State,OPEN(TF),Round 1,1359617,1359617
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering (FW),Home State,OPEN(TF),Round 1,772326,772326
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 1,531133,1465547
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 1,231561,996698
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 1,545771,1349287
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering (FW),Home State,OPEN(TF),Round 1,1391005,1391005
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,SC(Girl),Round 1,1286851,1360451
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Biotechnology,Home State,OPEN,Round 1,1042875,1042875
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 1,104964,1222471
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 1,1002711,1422913
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN,Round 1,575072,1470063
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,325731,1075563
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Biotechnology (FW),Home State,OPEN(TF),Round 1,1300440,1300440
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,BC,Round 1,1238517,1452479
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,384672,1275479
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Information Technology,Home State,OPEN(GIRL),Round 1,161058,161058
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Information Technology,Home State,OPEN,Round 1,912371,1411549
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 1,766337,1269219
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,SC,Round 1,1409080,1409080
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,Home State,OPEN,Round 2,1329666,1448065
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,1281413,1320402
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 2,1161222,1444874
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,222222,1403344
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,Home State,OPEN,Round 2,1015559,1015559
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Round 2,1409080,1409080
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Information Technology,Home State,OPEN,Round 2,1449675,1449675
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,Home State,OPEN,Round 2,1058383,1058383
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 2,203168,981760
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 2,405379,405379
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 2,778568,778568
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 2,912188,1462610
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 2,1166468,1249731
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN(GIRL),Round 3,1360451,1360451
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,Home State,OPEN,Round 3,1075563,1467272
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 3,1053464,1053464
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 3,901799,901799
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 3,743809,1388202
2025,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 3,838169,1443743
2025,"BHAGWANT INSTITUTE OF TECHNOLOGY,MUZAFFARNAGAR",Computer Science and Engineering,Home State,OPEN,Round 1,143504,143504
2025,"BHAGWANT INSTITUTE OF TECHNOLOGY,MUZAFFARNAGAR",Computer Science and Engineering,Home State,OPEN(GIRL),Round 2,1460042,1460042
2025,"BHAGWANT INSTITUTE OF TECHNOLOGY,MUZAFFARNAGAR",Computer Science and Engineering,Home State,OPEN,Round 2,1291027,1291027
2025,"BHAGWANT INSTITUTE OF TECHNOLOGY,MUZAFFARNAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 2,930403,930403
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 1,945620,1264511
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN(TF),Round 1,1372798,1372798
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN(GIRL),Round 1,892160,968118
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN(GIRL),Round 1,624510,1220653
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,518076,1189413
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,334728,1249799
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN(TF),Round 1,921746,921746
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering,Home State,OPEN,Round 1,441641,1372486
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Round 1,1412134,1464163
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering,Home State,OPEN,Round 2,977767,977767
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 2,641732,641732
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 3,1171007,1171007
2025,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Round 3,1189289,1189289
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,Home State,OPEN(GIRL),Round 1,497575,801864
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,SC(Girl),Round 1,486988,681228
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,OPEN(GIRL),Round 1,201285,326382
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,Home State,SC,Round 1,1379706,1379706
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,Home State,BC(Girl),Round 1,1087021,1087021
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering (FW),Home State,OPEN(TF),Round 1,166927,204902
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,SC,Round 1,353257,556590
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Mechanical Engineering,Home State,SC,Round 1,1124871,1350350
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Mechanical Engineering,Home State,EWS(OPEN),Round 1,932452,1299293
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,Home State,SC,Round 1,822584,822584
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,EWS(OPEN),Round 1,309404,401558
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,Home State,OPEN,Round 1,403193,1114673
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,OPEN,Round 1,175134,306875
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,EWS(GL),Round 1,460843,469789
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,Home State,EWS(OPEN),Round 1,740555,1279309
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,Home State,EWS(GL),Round 1,989473,989473
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,BC(Girl),Round 1,334662,464124
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,Home State,EWS(OPEN),Round 1,1279217,1279217
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Mechanical Engineering,Home State,BC,Round 1,946899,1167691
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,OPEN(AF),Round 1,380641,380641
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,BC,Round 1,344088,385517
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,Home State,BC,Round 1,791336,987787
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,Home State,OPEN(GIRL),Round 1,462686,1015525
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,Home State,BC,Round 1,1119136,1436015
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Mechanical Engineering,Home State,OPEN,Round 1,315846,912715
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,Home State,OPEN,Round 1,490511,713653
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Mechanical Engineering,Home State,OPEN(GIRL),Round 1,473033,1271975
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,Home State,OPEN,Round 2,750210,1359442
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,BC(Girl),Round 2,467150,530120
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,BC,Round 2,461820,532279
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,EWS(GL),Round 2,500018,500018
2025,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,Home State,EWS(OPEN),Round 2,505174,575852
